#       STEP:  	 	 BETA:	  		MU:       SIGMA:       H_AVE:       ERROR:
           20           96    -0.873402     -0.63359    -0.432829   0.00776269
           21           96    -0.866922    -0.631456    -0.430365   0.00961203
           22           96    -0.873687    -0.628278    -0.422948   0.00975017
           23           96    -0.865471    -0.638418    -0.428244     0.011767
           24           96    -0.865471    -0.638418    -0.428244    0.0167086
           25           96    -0.858205    -0.636864    -0.438429    0.0115584
           26           96    -0.865933    -0.643522    -0.440131   0.00917866
           27           96    -0.865933    -0.643522    -0.440131    0.0197696
           28           96    -0.865933    -0.643522    -0.440131    0.0180949
           29           96    -0.865933    -0.643522    -0.440131    0.0114666
           30           96    -0.865933    -0.643522    -0.440131    0.0131721
           31           96     -0.85623     -0.64024    -0.440672    0.0100801
           32           96    -0.856836    -0.644195    -0.450405   0.00693914
           33           96    -0.856836    -0.644195    -0.450405   0.00779238
           34           96    -0.856836    -0.644195    -0.450405     0.011496
           35           96    -0.856836    -0.644195    -0.450405    0.0143681
           36           96    -0.846666    -0.645403    -0.446692   0.00832932
           37           96    -0.850337    -0.636586    -0.434786    0.0106261
           38           96    -0.850337    -0.636586    -0.434786    0.0146144
           39           96    -0.850295    -0.642601    -0.440193   0.00993793
           40           96    -0.850295    -0.642601    -0.440193    0.0110435
           41           96    -0.843627    -0.646447    -0.431725    0.0135253
           42           96    -0.843627    -0.646447    -0.431725    0.0101858
           43           96    -0.843395    -0.654653     -0.42909    0.0137309
           44           96    -0.843395    -0.654653     -0.42909     0.016079
           45           96    -0.843395    -0.654653     -0.42909    0.0220063
           46           96    -0.836883    -0.652228    -0.438027   0.00969883
           47           96    -0.836883    -0.652228    -0.438027    0.0109253
           48           96    -0.836883    -0.652228    -0.438027    0.0203312
           49           96     -0.82802    -0.659169    -0.442752    0.0110718
           50           96    -0.831197     -0.65456    -0.451573    0.0095435
            1           97     -0.83707    -0.655702     -0.44575   0.00862283
            2           97     -0.83707    -0.655702     -0.44575    0.0106277
            3           97    -0.835516    -0.657539    -0.435775     0.011429
            4           97    -0.835516    -0.657539    -0.435775    0.0136875
            5           97    -0.835516    -0.657539    -0.435775    0.0133177
            6           97    -0.838776    -0.650816    -0.430927    0.0177268
            7           97    -0.831443    -0.655202    -0.440432   0.00975601
            8           97    -0.831453    -0.646645    -0.444496   0.00789747
            9           97    -0.831453    -0.646645    -0.444496    0.0122909
           10           97    -0.828245    -0.656086    -0.440607   0.00909556
           11           97    -0.829445    -0.657177    -0.440261    0.0102145
           12           97     -0.82823    -0.650303    -0.445307    0.0109854
           13           97     -0.82823    -0.650303    -0.445307    0.0109571
           14           97     -0.82823    -0.650303    -0.445307    0.0161305
           15           97     -0.82823    -0.650303    -0.445307    0.0152775
           16           97    -0.836777    -0.657888    -0.428993    0.0132716
           17           97    -0.840194    -0.653763    -0.430404    0.0119074
           18           97    -0.839484    -0.659295     -0.45056   0.00865498
           19           97    -0.839484    -0.659295     -0.45056    0.0167059
           20           97    -0.839484    -0.659295     -0.45056    0.0128289
           21           97    -0.839484    -0.659295     -0.45056    0.0145563
           22           97    -0.839484    -0.659295     -0.45056   0.00892593
           23           97    -0.830409    -0.651786    -0.444923   0.00934123
           24           97     -0.82676    -0.644799    -0.445042   0.00799436
           25           97    -0.826136     -0.64292    -0.453323    0.0104278
           26           97    -0.826136     -0.64292    -0.453323    0.0124155
           27           97    -0.826136     -0.64292    -0.453323    0.0139408
           28           97    -0.824228    -0.648651    -0.447468   0.00973605
           29           97    -0.814975    -0.643815    -0.455046   0.00719573
           30           97    -0.814975    -0.643815    -0.455046   0.00717997
           31           97    -0.814718      -0.6532    -0.430238    0.0103708
           32           97    -0.814718      -0.6532    -0.430238    0.0192598
           33           97    -0.820374    -0.663019    -0.444352   0.00801106
           34           97    -0.820374    -0.663019    -0.444352    0.0106216
           35           97    -0.820374    -0.663019    -0.444352    0.0139435
           36           97    -0.828152    -0.660111    -0.447708    0.0137066
           37           97    -0.828152    -0.660111    -0.447708    0.0131854
           38           97     -0.82914    -0.657327    -0.430461    0.0118978
           39           97    -0.837251    -0.649702    -0.438892   0.00964444
           40           97    -0.838581    -0.659502    -0.452523   0.00874351
           41           97    -0.833897    -0.660857    -0.448281   0.00956238
           42           97    -0.833897    -0.660857    -0.448281    0.0189876
           43           97    -0.843122    -0.654053    -0.448454   0.00992462
           44           97    -0.843122    -0.654053    -0.448454    0.0144711
           45           97    -0.843122    -0.654053    -0.448454    0.0114126
           46           97    -0.843122    -0.654053    -0.448454    0.0175901
           47           97    -0.843122    -0.654053    -0.448454    0.0309918
           48           97    -0.843852    -0.652857     -0.43461   0.00920729
           49           97    -0.843852    -0.652857     -0.43461    0.0155879
           50           97    -0.843852    -0.652857     -0.43461    0.0148644
            1           98    -0.843852    -0.652857     -0.43461    0.0154263
            2           98    -0.843852    -0.652857     -0.43461    0.0245517
            3           98    -0.837533    -0.660514    -0.427072    0.0133678
            4           98    -0.837533    -0.660514    -0.427072    0.0177297
            5           98    -0.837533    -0.660514    -0.427072    0.0134688
            6           98    -0.841643     -0.66655    -0.401615    0.0189659
            7           98     -0.85015    -0.660241    -0.416438    0.0144888
            8           98    -0.855841    -0.659533     -0.42593    0.0132667
